#,Publish,ProjectTitle-es,Tag,ProjectTitle-es,Job,projectText1,projectText2,slug,SimpleName,Imagesfolder,href,thumbnail,IMG#,Images,Video links,Vid#,Videos,Cliente/Client,Año/Year,Producción/Production,,row
11,TRUE,Frida Spring in the Air,Publicidad,Frida Spring in the Air,Animación 2D y 3D,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.",11-frida-spring-in-the-air,frida-spring-in-the-air,../projects/11-frida-spring-in-the-air/,..projects/11-frida-spring-in-the-air.html,frida-spring-in-the-air-thumb.jpg,8,"frida-spring-in-the-air-1.jpg, frida-spring-in-the-air-2.jpg, frida-spring-in-the-air-3.jpg, frida-spring-in-the-air-4.jpg, frida-spring-in-the-air-5.jpg, frida-spring-in-the-air-6.jpg, frida-spring-in-the-air-7.jpg, frida-spring-in-the-air-8.jpg",https://www.youtube.com/watch?v=XCS0JfQ0x1M,1,frida-spring-in-the-air-1.mp4,Feria Barcu,2017–2025,Timbo Estudio,,"<a href=""#"" class=""work-wrapper w-inline-block""><div class=""work-title-wrapper""><div class=""projecttitle"">Frida Spring in the Air</div><div class=""projecttitle hide"">—</div><div class=""projecttitle light-text"">Animación 2D y 3D</div></div><div class=""project-card-thumbnail-wrapper""><img loading=""lazy"" src=""../projects/11-frida-spring-in-the-air/frida-spring-in-the-air-thumb.jpg"" alt="""" class=""work-photo thumb""><img loading=""lazy"" src=""../projects/11-frida-spring-in-the-air/frida-spring-in-the-air-2.jpg"" alt="""" class=""work-photo second-photo""></div><img loading=""lazy"" src=""../projects/11-frida-spring-in-the-air/frida-spring-in-the-air-3.jpg"" alt="""" class=""work-bg""><div class=""overlay-main _01 less full""></div></a>"
12,FALSE,Barcu,Publicidad,Barcu,"Lookdev, Animación 3D","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.",12-barcu,barcu,../projects/12-barcu/,..projects/12-barcu.html,barcu-thumb.jpg,4,"barcu-1.jpg, barcu-2.jpg, barcu-3.jpg, barcu-4.jpg",,1,barcu-1.mp4,Feria Barcu,2017–2025,Timbo Estudio,,"<a href=""#"" class=""work-wrapper w-inline-block""><div class=""work-title-wrapper""><div class=""projecttitle"">Barcu</div><div class=""projecttitle hide"">—</div><div class=""projecttitle light-text"">Lookdev, Animación 3D</div></div><div class=""project-card-thumbnail-wrapper""><img loading=""lazy"" src=""../projects/12-barcu/barcu-thumb.jpg"" alt="""" class=""work-photo thumb""><img loading=""lazy"" src=""../projects/12-barcu/barcu-2.jpg"" alt="""" class=""work-photo second-photo""></div><img loading=""lazy"" src=""../projects/12-barcu/barcu-3.jpg"" alt="""" class=""work-bg""><div class=""overlay-main _01 less full""></div></a>"
13,TRUE,Hot Wheels Racerverse Personajes,Serie,Hot Wheels Racerverse Personajes,Lookdev Personajes,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.",13-hot-wheels-racerverse-personajes,hot-wheels-racerverse-personajes,../projects/13-hot-wheels-racerverse-personajes/,..projects/13-hot-wheels-racerverse-personajes.html,hot-wheels-racerverse-personajes-thumb.jpg,6,"hot-wheels-racerverse-personajes-1.jpg, hot-wheels-racerverse-personajes-2.jpg, hot-wheels-racerverse-personajes-3.jpg, hot-wheels-racerverse-personajes-4.jpg, hot-wheels-racerverse-personajes-5.jpg, hot-wheels-racerverse-personajes-6.jpg","https://www.youtube.com/watch?v=OTdy-1w03qc, https://www.youtube.com/watch?v=KAJVlYUgg40, https://www.youtube.com/watch?v=Z34W08e6-FY, https://www.youtube.com/watch?v=UcILnsLyOQc, https://www.youtube.com/watch?v=nMQ9umfREj8, https://www.youtube.com/watch?v=YVFvsMXul3Q, https://www.youtube.com/watch?v=CRR4IySTtec, https://www.youtube.com/watch?v=mcCza-AED1w, https://www.youtube.com/watch?v=K5-1HlxfIuM, https://www.youtube.com/watch?v=O4lWUPip_Jg, https://www.youtube.com/watch?v=jJ9iRFCWN5E, https://www.youtube.com/watch?v=3MCDMVzrQ8I",1,hot-wheels-racerverse-personajes-1.mp4,Relish – Mattel,2017–2025,InsertCoin Animation,,"<a href=""#"" class=""work-wrapper w-inline-block""><div class=""work-title-wrapper""><div class=""projecttitle"">Hot Wheels Racerverse Personajes</div><div class=""projecttitle hide"">—</div><div class=""projecttitle light-text"">Lookdev Personajes</div></div><div class=""project-card-thumbnail-wrapper""><img loading=""lazy"" src=""../projects/13-hot-wheels-racerverse-personajes/hot-wheels-racerverse-personajes-thumb.jpg"" alt="""" class=""work-photo thumb""><img loading=""lazy"" src=""../projects/13-hot-wheels-racerverse-personajes/hot-wheels-racerverse-personajes-2.jpg"" alt="""" class=""work-photo second-photo""></div><img loading=""lazy"" src=""../projects/13-hot-wheels-racerverse-personajes/hot-wheels-racerverse-personajes-3.jpg"" alt="""" class=""work-bg""><div class=""overlay-main _01 less full""></div></a>"
14,FALSE,Hot Wheels Racerverse Props,Serie,Hot Wheels Racerverse Props,Lookdev Props,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.",14-hot-wheels-racerverse-props,hot-wheels-racerverse-props,../projects/14-hot-wheels-racerverse-props/,..projects/14-hot-wheels-racerverse-props.html,hot-wheels-racerverse-props-thumb.jpg,4,"hot-wheels-racerverse-props-1.jpg, hot-wheels-racerverse-props-2.jpg, hot-wheels-racerverse-props-3.jpg, hot-wheels-racerverse-props-4.jpg","https://www.youtube.com/watch?v=OTdy-1w03qc, https://www.youtube.com/watch?v=KAJVlYUgg40, https://www.youtube.com/watch?v=Z34W08e6-FY, https://www.youtube.com/watch?v=UcILnsLyOQc, https://www.youtube.com/watch?v=nMQ9umfREj8, https://www.youtube.com/watch?v=YVFvsMXul3Q, https://www.youtube.com/watch?v=CRR4IySTtec, https://www.youtube.com/watch?v=mcCza-AED1w, https://www.youtube.com/watch?v=K5-1HlxfIuM, https://www.youtube.com/watch?v=O4lWUPip_Jg, https://www.youtube.com/watch?v=jJ9iRFCWN5E, https://www.youtube.com/watch?v=3MCDMVzrQ8I",1,hot-wheels-racerverse-props-1.mp4,Relish – Mattel,2017–2025,InsertCoin Animation,,"<a href=""#"" class=""work-wrapper w-inline-block""><div class=""work-title-wrapper""><div class=""projecttitle"">Hot Wheels Racerverse Props</div><div class=""projecttitle hide"">—</div><div class=""projecttitle light-text"">Lookdev Props</div></div><div class=""project-card-thumbnail-wrapper""><img loading=""lazy"" src=""../projects/14-hot-wheels-racerverse-props/hot-wheels-racerverse-props-thumb.jpg"" alt="""" class=""work-photo thumb""><img loading=""lazy"" src=""../projects/14-hot-wheels-racerverse-props/hot-wheels-racerverse-props-2.jpg"" alt="""" class=""work-photo second-photo""></div><img loading=""lazy"" src=""../projects/14-hot-wheels-racerverse-props/hot-wheels-racerverse-props-3.jpg"" alt="""" class=""work-bg""><div class=""overlay-main _01 less full""></div></a>"
15,FALSE,Hot Wheels Racerverse SetDressing/Iluminacion,Serie,Hot Wheels Racerverse SetDressing/Iluminacion,SetDressing/Iluminación,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.",15-hot-wheels-racerverse-setdressingiluminacion,hot-wheels-racerverse-setdressingiluminacion,../projects/15-hot-wheels-racerverse-setdressingiluminacion/,..projects/15-hot-wheels-racerverse-setdressingiluminacion.html,hot-wheels-racerverse-setdressingiluminacion-thumb.jpg,4,"hot-wheels-racerverse-setdressingiluminacion-1.jpg, hot-wheels-racerverse-setdressingiluminacion-2.jpg, hot-wheels-racerverse-setdressingiluminacion-3.jpg, hot-wheels-racerverse-setdressingiluminacion-4.jpg","https://www.youtube.com/watch?v=OTdy-1w03qc, https://www.youtube.com/watch?v=KAJVlYUgg40, https://www.youtube.com/watch?v=Z34W08e6-FY, https://www.youtube.com/watch?v=UcILnsLyOQc, https://www.youtube.com/watch?v=nMQ9umfREj8, https://www.youtube.com/watch?v=YVFvsMXul3Q, https://www.youtube.com/watch?v=CRR4IySTtec, https://www.youtube.com/watch?v=mcCza-AED1w, https://www.youtube.com/watch?v=K5-1HlxfIuM, https://www.youtube.com/watch?v=O4lWUPip_Jg, https://www.youtube.com/watch?v=jJ9iRFCWN5E, https://www.youtube.com/watch?v=3MCDMVzrQ8I",1,hot-wheels-racerverse-setdressingiluminacion-1.mp4,Relish – Mattel,2017–2025,InsertCoin Animation,,"<a href=""#"" class=""work-wrapper w-inline-block""><div class=""work-title-wrapper""><div class=""projecttitle"">Hot Wheels Racerverse SetDressing/Iluminacion</div><div class=""projecttitle hide"">—</div><div class=""projecttitle light-text"">SetDressing/Iluminación</div></div><div class=""project-card-thumbnail-wrapper""><img loading=""lazy"" src=""../projects/15-hot-wheels-racerverse-setdressingiluminacion/hot-wheels-racerverse-setdressingiluminacion-thumb.jpg"" alt="""" class=""work-photo thumb""><img loading=""lazy"" src=""../projects/15-hot-wheels-racerverse-setdressingiluminacion/hot-wheels-racerverse-setdressingiluminacion-2.jpg"" alt="""" class=""work-photo second-photo""></div><img loading=""lazy"" src=""../projects/15-hot-wheels-racerverse-setdressingiluminacion/hot-wheels-racerverse-setdressingiluminacion-3.jpg"" alt="""" class=""work-bg""><div class=""overlay-main _01 less full""></div></a>"
16,FALSE,Polly pocket: Fablab,Serie,Polly pocket: Fablab,Iluminación/Compositing,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.",16-polly-pocket-fablab,polly-pocket-fablab,../projects/16-polly-pocket-fablab/,..projects/16-polly-pocket-fablab.html,polly-pocket-fablab-thumb.jpg,4,"polly-pocket-fablab-1.jpg, polly-pocket-fablab-2.jpg, polly-pocket-fablab-3.jpg, polly-pocket-fablab-4.jpg",,1,polly-pocket-fablab-1.mp4,Relish – Mattel,2019–2024,InsertCoin Animation,,"<a href=""#"" class=""work-wrapper w-inline-block""><div class=""work-title-wrapper""><div class=""projecttitle"">Polly pocket: Fablab</div><div class=""projecttitle hide"">—</div><div class=""projecttitle light-text"">Iluminación/Compositing</div></div><div class=""project-card-thumbnail-wrapper""><img loading=""lazy"" src=""../projects/16-polly-pocket-fablab/polly-pocket-fablab-thumb.jpg"" alt="""" class=""work-photo thumb""><img loading=""lazy"" src=""../projects/16-polly-pocket-fablab/polly-pocket-fablab-2.jpg"" alt="""" class=""work-photo second-photo""></div><img loading=""lazy"" src=""../projects/16-polly-pocket-fablab/polly-pocket-fablab-3.jpg"" alt="""" class=""work-bg""><div class=""overlay-main _01 less full""></div></a>"
17,FALSE,Cocomelon Smyths,Publicidad,Cocomelon Smyths,Modelado 3D/Lookdev/Iluminación/Compositing,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.",17-cocomelon-smyths,cocomelon-smyths,../projects/17-cocomelon-smyths/,..projects/17-cocomelon-smyths.html,cocomelon-smyths-thumb.jpg,4,"cocomelon-smyths-1.jpg, cocomelon-smyths-2.jpg, cocomelon-smyths-3.jpg, cocomelon-smyths-4.jpg",https://www.youtube.com/watch?v=7rVkhTx22BQ,1,cocomelon-smyths-1.mp4,CoComelon - Smyths Toys!,2017–2023,InsertCoin Animation,,"<a href=""#"" class=""work-wrapper w-inline-block""><div class=""work-title-wrapper""><div class=""projecttitle"">Cocomelon Smyths</div><div class=""projecttitle hide"">—</div><div class=""projecttitle light-text"">Modelado 3D/Lookdev/Iluminación/Compositing</div></div><div class=""project-card-thumbnail-wrapper""><img loading=""lazy"" src=""../projects/17-cocomelon-smyths/cocomelon-smyths-thumb.jpg"" alt="""" class=""work-photo thumb""><img loading=""lazy"" src=""../projects/17-cocomelon-smyths/cocomelon-smyths-2.jpg"" alt="""" class=""work-photo second-photo""></div><img loading=""lazy"" src=""../projects/17-cocomelon-smyths/cocomelon-smyths-3.jpg"" alt="""" class=""work-bg""><div class=""overlay-main _01 less full""></div></a>"
18,FALSE,Cocomelon Lactacyd,Publicidad,Cocomelon Lactacyd,Modelado 3D/Lookdev/Iluminación/Compositing,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.",18-cocomelon-lactacyd,cocomelon-lactacyd,../projects/18-cocomelon-lactacyd/,..projects/18-cocomelon-lactacyd.html,cocomelon-lactacyd-thumb.jpg,4,"cocomelon-lactacyd-1.jpg, cocomelon-lactacyd-2.jpg, cocomelon-lactacyd-3.jpg, cocomelon-lactacyd-4.jpg",,1,cocomelon-lactacyd-1.mp4,CoComelon - Lactacyd,2017–2020,InsertCoin Animation,,"<a href=""#"" class=""work-wrapper w-inline-block""><div class=""work-title-wrapper""><div class=""projecttitle"">Cocomelon Lactacyd</div><div class=""projecttitle hide"">—</div><div class=""projecttitle light-text"">Modelado 3D/Lookdev/Iluminación/Compositing</div></div><div class=""project-card-thumbnail-wrapper""><img loading=""lazy"" src=""../projects/18-cocomelon-lactacyd/cocomelon-lactacyd-thumb.jpg"" alt="""" class=""work-photo thumb""><img loading=""lazy"" src=""../projects/18-cocomelon-lactacyd/cocomelon-lactacyd-2.jpg"" alt="""" class=""work-photo second-photo""></div><img loading=""lazy"" src=""../projects/18-cocomelon-lactacyd/cocomelon-lactacyd-3.jpg"" alt="""" class=""work-bg""><div class=""overlay-main _01 less full""></div></a>"
19,FALSE,Cocomelon UNIQLO,Publicidad,Cocomelon UNIQLO,Modelado 3D/Lookdev/Iluminación/Compositing,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.",19-cocomelon-uniqlo,cocomelon-uniqlo,../projects/19-cocomelon-uniqlo/,..projects/19-cocomelon-uniqlo.html,cocomelon-uniqlo-thumb.jpg,4,"cocomelon-uniqlo-1.jpg, cocomelon-uniqlo-2.jpg, cocomelon-uniqlo-3.jpg, cocomelon-uniqlo-4.jpg",,1,cocomelon-uniqlo-1.mp4,CoComelon - UNIQLO,2014–2020,InsertCoin Animation,,"<a href=""#"" class=""work-wrapper w-inline-block""><div class=""work-title-wrapper""><div class=""projecttitle"">Cocomelon UNIQLO</div><div class=""projecttitle hide"">—</div><div class=""projecttitle light-text"">Modelado 3D/Lookdev/Iluminación/Compositing</div></div><div class=""project-card-thumbnail-wrapper""><img loading=""lazy"" src=""../projects/19-cocomelon-uniqlo/cocomelon-uniqlo-thumb.jpg"" alt="""" class=""work-photo thumb""><img loading=""lazy"" src=""../projects/19-cocomelon-uniqlo/cocomelon-uniqlo-2.jpg"" alt="""" class=""work-photo second-photo""></div><img loading=""lazy"" src=""../projects/19-cocomelon-uniqlo/cocomelon-uniqlo-3.jpg"" alt="""" class=""work-bg""><div class=""overlay-main _01 less full""></div></a>"
20,FALSE,Cocomelon x Lactacyd campaña pantallas anamorficas,Publicidad,Cocomelon x Lactacyd campaña pantallas anamorficas,Modelado 3D/Lookdev/Iluminación/Compositing,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.",20-cocomelon-x-lactacyd-campana-pantallas-anamorficas,cocomelon-x-lactacyd-campana-pantallas-anamorficas,../projects/20-cocomelon-x-lactacyd-campana-pantallas-anamorficas/,..projects/20-cocomelon-x-lactacyd-campana-pantallas-anamorficas.html,cocomelon-x-lactacyd-campana-pantallas-anamorficas-thumb.jpg,4,"cocomelon-x-lactacyd-campana-pantallas-anamorficas-1.jpg, cocomelon-x-lactacyd-campana-pantallas-anamorficas-2.jpg, cocomelon-x-lactacyd-campana-pantallas-anamorficas-3.jpg, cocomelon-x-lactacyd-campana-pantallas-anamorficas-4.jpg",,1,cocomelon-x-lactacyd-campana-pantallas-anamorficas-1.mp4,CoComelon - Lactacyd,2016–2020,InsertCoin Animation,,"<a href=""#"" class=""work-wrapper w-inline-block""><div class=""work-title-wrapper""><div class=""projecttitle"">Cocomelon x Lactacyd campaña pantallas anamorficas</div><div class=""projecttitle hide"">—</div><div class=""projecttitle light-text"">Modelado 3D/Lookdev/Iluminación/Compositing</div></div><div class=""project-card-thumbnail-wrapper""><img loading=""lazy"" src=""../projects/20-cocomelon-x-lactacyd-campana-pantallas-anamorficas/cocomelon-x-lactacyd-campana-pantallas-anamorficas-thumb.jpg"" alt="""" class=""work-photo thumb""><img loading=""lazy"" src=""../projects/20-cocomelon-x-lactacyd-campana-pantallas-anamorficas/cocomelon-x-lactacyd-campana-pantallas-anamorficas-2.jpg"" alt="""" class=""work-photo second-photo""></div><img loading=""lazy"" src=""../projects/20-cocomelon-x-lactacyd-campana-pantallas-anamorficas/cocomelon-x-lactacyd-campana-pantallas-anamorficas-3.jpg"" alt="""" class=""work-bg""><div class=""overlay-main _01 less full""></div></a>"
21,FALSE,Matchbox Adventures S1,Serie,Matchbox Adventures S1,Modelado 3D/Lookdev,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.",21-matchbox-adventures-s1,matchbox-adventures-s1,../projects/21-matchbox-adventures-s1/,..projects/21-matchbox-adventures-s1.html,matchbox-adventures-s1-thumb.jpg,4,"matchbox-adventures-s1-1.jpg, matchbox-adventures-s1-2.jpg, matchbox-adventures-s1-3.jpg, matchbox-adventures-s1-4.jpg",https://www.youtube.com/watch?v=snQb2ESZ2Q8&list=PL8n5cYdF4M79GnHOemaLcuzn5yprBS_pv,1,matchbox-adventures-s1-1.mp4,Relish – Mattel,2016–2019,InsertCoin Animation,,"<a href=""#"" class=""work-wrapper w-inline-block""><div class=""work-title-wrapper""><div class=""projecttitle"">Matchbox Adventures S1</div><div class=""projecttitle hide"">—</div><div class=""projecttitle light-text"">Modelado 3D/Lookdev</div></div><div class=""project-card-thumbnail-wrapper""><img loading=""lazy"" src=""../projects/21-matchbox-adventures-s1/matchbox-adventures-s1-thumb.jpg"" alt="""" class=""work-photo thumb""><img loading=""lazy"" src=""../projects/21-matchbox-adventures-s1/matchbox-adventures-s1-2.jpg"" alt="""" class=""work-photo second-photo""></div><img loading=""lazy"" src=""../projects/21-matchbox-adventures-s1/matchbox-adventures-s1-3.jpg"" alt="""" class=""work-bg""><div class=""overlay-main _01 less full""></div></a>"
